종목코드,시장구분,종목명,산업분류,시가총액(원),PER,PBR,배당수익률,ROE,X
X149950,코스닥,아바텍,IT H/W,124860000000,15.69,0.91,1.25,0.057998725302741,
X111110,코스피,호전실업,섬유의복,124800000000,26.49,1.07,1.6,0.040392600981503,
X010690,코스피,화신,운수장비,124665863700,NA,0.43,0.7,NA,
X226340,코스닥,본느,화학,124640359760,312.31,4.77,0,0.015273286157984,
X014200,코스닥,광림,운송장비·부품,124367249900,NA,1.52,0,NA,
X013990,코스닥,아가방컴퍼니,유통,124150448400,NA,0.82,0,NA,
X179290,코스닥,엠아이텍,의료·정밀기기,124128116640,255,2.77,1.23,0.010862745098039,
X185490,코스닥,아이진,기타서비스,124033194000,NA,5.33,0,NA,
X260930,코스닥,씨티케이코스메틱스,화학,123996349750,15.39,0.74,1.63,0.048083170890188,
X046940,코스닥,우원개발,건설,123923996400,NA,1.86,0,NA,
X040420,코스닥,정상제이엘에스,기타서비스,123695885280,33.01,2,5.45,0.060587700696759,
X151860,코스닥,KG ETS,기타서비스,123660000000,10.84,0.82,2.91,0.075645756457565,
X066620,코스닥,국보디자인,건설,123375000000,8.83,1.14,1.7,0.129105322763307,
X000230,코스피,일동홀딩스,금융업,123228974400,NA,0.75,1.79,NA,
X290380,코스닥,대유,화학,123112640000,16.23,2.02,1.62,0.124460874922982,
X014160,코스피,대영포장,종이목재,123027813115,10.91,0.88,0,0.080659945004583,
X006380,코스피,카프로,화학,122800000000,12.23,0.46,1.63,0.03761242845462,
X182360,코스닥,큐브엔터,오락·문화,122770803540,112.68,7.34,0,0.065140220092297,
X068790,코스닥,DMS,기계·장비,122586030840,8.04,0.81,1.88,0.100746268656716,
X007330,코스닥,푸른저축은행,금융,122472336000,4.07,0.49,6.77,0.12039312039312,
X299910,코스닥,베스파,IT S/W & SVC,122251945250,NA,1.34,0,NA,
X042420,코스닥,네오위즈홀딩스,IT S/W & SVC,122224750800,5.97,0.4,0,0.067001675041876,
X138360,코스닥,에이씨티,화학,122161688320,NA,1.69,0,NA,
X090740,코스닥,연이정보통신,IT H/W,121920000000,48.54,2.2,0,0.045323444581788,
X290740,코스닥,액트로,IT H/W,121864633650,7.34,1.91,3.29,0.260217983651226,
X263600,코스닥,덕우전자,일반전기전자,121548265300,NA,1.53,2.62,NA,
X065060,코스닥,지엔코,섬유·의류,121529974560,NA,1.05,0,NA,
X003830,코스피,대한화섬,화학,121379200000,2.32,0.24,0.82,0.103448275862069,
X137400,코스닥,피엔티,기계·장비,121321003200,59.65,1.56,0,0.02615255658005,
X023000,코스피,삼원강재,운수장비,121000000000,10.15,0.59,3.8,0.058128078817734,
X033830,코스닥,티비씨,통신방송서비스,121000000000,33.61,1.14,0.83,0.033918476643856,
X204620,코스닥,글로벌텍스프리,금융,120889937410,14.36,1.63,0,0.113509749303621,
X002760,코스피,보락,화학,120698500000,111.94,2.76,0.25,0.024656065749509,
X005710,코스닥,대원산업,운송장비·부품,120626352000,4.29,0.44,2.08,0.102564102564103,
X078890,코스닥,가온미디어,IT H/W,120494367750,22.15,0.85,1.23,0.038374717832957,
X160550,코스닥,NEW,오락·문화,120275316860,NA,1.02,0,NA,
X017900,코스피,광전자,전기전자,120233308225,16.47,0.54,2.41,0.032786885245902,
X131760,코스닥,파인텍,IT H/W,120179810800,NA,1.83,0,NA,
X270870,코스닥,뉴트리,음식료·담배,120128579200,42.49,2.45,0.75,0.057660626029654,
X004270,코스피,남성,유통업,120043310400,NA,1.44,0.75,NA,
X036670,코스닥,KCI,화학,120025500000,12.89,2.16,1.69,0.167571761055081,
X130660,코스피,한전산업,서비스업,119968000000,9.92,1.59,4.59,0.160282258064516,
X014580,코스피,백광소재,비금속광물,119572738500,30.53,0.92,2.31,0.030134294136915,
X014530,코스피,극동유화,화학,119427763500,7.08,0.75,4.67,0.105932203389831,
X142280,코스닥,녹십자엠에스,제약,119312648950,NA,4.28,0,NA,
X094480,코스닥,갤럭시아컴즈,IT S/W & SVC,119258707520,22.86,1.42,1.15,0.062117235345582,
X122450,코스닥,KMH,통신방송서비스,118858230750,2.48,0.57,2.29,0.229838709677419,
X089890,코스닥,코세스,IT H/W,118806332100,12.94,5.65,0,0.436630602782071,
X033100,코스닥,제룡전기,IT H/W,118701202510,40.6,2.32,0.68,0.057142857142857,
X200710,코스닥,에이디테크놀로지,IT H/W,118547622400,13.73,2.42,0.78,0.176256372906045,
X065710,코스닥,서호전기,일반전기전자,118450000000,21.78,1.9,2.17,0.087235996326905,
X307930,코스닥,컴퍼니케이,금융,118167700000,17.13,3.75,0,0.218914185639229,
X014790,코스피,한라,건설업,117985448970,NA,0.58,0,NA,
X060560,코스닥,홈센타홀딩스,유통,117881528545,NA,1.45,0,NA,
X017180,코스피,명문제약,의약품,117792000000,117.07,1.31,0,0.011189886392757,
X046140,코스닥,SBS콘텐츠허브,오락·문화,117620281400,14.23,0.75,1.37,0.052705551651441,
X200780,코스닥,비씨월드제약,제약,117321858700,12.99,1.31,0.68,0.100846805234796,
X011320,코스닥,유니크,운송장비·부품,117276618650,48.17,1.31,0,0.027195349802782,
X214430,코스닥,아이쓰리시스템,일반전기전자,117261540000,11.72,1.66,1.64,0.141638225255973,
X004650,코스닥,창해에탄올,음식료·담배,117183783750,27.72,1.11,4.71,0.04004329004329,
X019440,코스피,세아특수강,철강금속,116980500000,10.3,0.37,6.59,0.035922330097087,
X001260,코스피,남광토건,건설업,116946012400,20.45,2.38,0,0.11638141809291,
X096630,코스닥,에스코넥,IT H/W,116825645960,10.35,1.22,0,0.117874396135266,
X092220,코스피,KEC,전기전자,116706940000,76.92,0.51,0,0.006630265210608,
X089230,코스닥,THE E&M,IT S/W & SVC,116417977440,5.13,3.68,0,0.717348927875244,
X217480,코스닥,에스디생명공학,화학,116334192540,12.94,1.04,0,0.080370942812983,
X069110,코스닥,코스온,화학,116296341420,NA,1.27,0,NA,
X053300,코스닥,한국정보인증,IT S/W & SVC,116245450000,14.8,1.45,2.14,0.097972972972973,
X000180,코스피,성창기업지주,서비스업,116136414000,NA,0.24,0,NA,
X083310,코스닥,엘오티베큠,IT H/W,116009740000,6.91,0.95,0.34,0.137481910274964,
X117670,코스닥,알파홀딩스,IT H/W,115964751290,NA,2.18,0,NA,
X007540,코스피,샘표,금융업,115750950000,6.94,0.77,0.5,0.110951008645533,
X060230,코스닥,이그잭스,IT H/W,115690681620,NA,2.53,0,NA,
X049520,코스닥,유아이엘,IT H/W,115460160800,11.91,0.69,7.55,0.057934508816121,
X025620,코스피,제이준코스메틱,화학,115221384000,NA,0.86,0,NA,
X002700,코스피,신일산업,유통업,115096984020,9.76,1.73,1.54,0.177254098360656,
X002360,코스피,SH에너지화학,화학,115023410550,49.29,1.11,2.22,0.022519780888618,
X214270,코스닥,퓨쳐스트림네트웍스,출판·매체복제,114335507995,28.69,2.67,0,0.093063785291042,
X019550,코스닥,SBI인베스트먼트,금융,114256935375,44.06,1.37,0,0.03109396277803,
X079370,코스닥,제우스,기계·장비,114224000000,3.68,0.54,2.73,0.146739130434783,
X103590,코스피,일진전기,전기전자,114207601200,NA,0.38,0,NA,
X053980,코스닥,오상자이엘,IT S/W & SVC,114118881260,NA,2.31,0,NA,
X241690,코스닥,유니테크노,운송장비·부품,114027091200,20.38,1.81,0,0.088812561334642,
X141000,코스닥,비아트론,IT H/W,113878274000,4.65,0.88,1.06,0.189247311827957,
X069920,코스닥,아이에스이커머스,유통,113809119350,NA,1.82,0,NA,
X015710,코스닥,코콤,IT H/W,113772945000,7.76,1.01,3,0.130154639175258,
X015590,코스피,큐로,기계,113447767760,NA,1.52,0,NA,
X035000,코스피,지투알,서비스업,113155403470,6.05,0.67,3.66,0.110743801652893,
X104460,코스닥,동양피엔에프,기계·장비,113028743750,9.99,2.31,1.42,0.231231231231231,
X034940,코스닥,조아제약,제약,112816270535,173.26,2.09,0,0.012062795798222,
X101160,코스닥,월덱스,IT H/W,112604972260,6.41,1.58,0.73,0.246489859594384,
X094940,코스닥,푸른기술,IT H/W,112418854200,76,4.26,0.18,0.056052631578947,
X290720,코스닥,푸드나무,유통,112299561000,15.6,2.34,0.61,0.15,
X042040,코스닥,케이피엠테크,화학,112251734670,2.91,0.83,0,0.285223367697594,
X092440,코스피,기신정기,기계,112128000000,7.44,0.48,3.91,0.064516129032258,
X115160,코스닥,휴맥스,IT H/W,112026773630,NA,0.29,0,NA,
X288620,코스닥,에스퓨얼셀,일반전기전자,112014162000,60,3.72,0.26,0.062,
X227840,코스피,현대코퍼레이션홀딩스,유통업,111940282800,23.98,0.67,4.07,0.027939949958299,
X047770,코스닥,코데즈컴바인,섬유·의류,111824888910,32.12,3.22,0,0.100249066002491,
X142760,코스닥,바이오리더스,기타서비스,111756465200,NA,4.29,0,NA,
X109960,코스닥,에이프로젠 H&G,유통,111684510625,8.8,0.51,0,0.057954545454546,
X080220,코스닥,제주반도체,IT H/W,111666804600,10.18,1.48,0,0.145383104125737,
X034300,코스피,신세계건설,건설업,111200000000,2.58,0.57,2.7,0.22093023255814,
X060590,코스닥,씨티씨바이오,유통,111035501500,NA,1.28,0,NA,
X093190,코스닥,빅솔론,IT H/W,110816092800,7.12,0.76,3.13,0.106741573033708,
X035610,코스닥,솔본,기타서비스,110751287850,9.33,0.8,0,0.085744908896034,
X002900,코스피,동양물산,기계,110657955100,NA,1.14,1.04,NA,
X053280,코스닥,예스24,IT S/W & SVC,110596000000,NA,1.65,1.87,NA,
X047820,코스닥,초록뱀,오락·문화,110561068200,NA,1.58,0,NA,
X114450,코스닥,KPX생명과학,제약,110100000000,NA,1.86,0,NA,
X120240,코스닥,대정화금,화학,110056060500,10.33,0.96,1.94,0.092933204259439,
X010960,코스피,삼호개발,건설업,110000000000,5.15,0.61,3.64,0.118446601941748,
X093230,코스피,이아이디,유통업,109881853128,NA,0.8,0,NA,
X101330,코스닥,모베이스,IT H/W,109608710100,5.16,0.49,2.19,0.094961240310078,
X003100,코스닥,선광,운송,109560000000,10.09,0.36,2.41,0.035678889990089,
X138610,코스닥,나이벡,제약,109427917950,NA,7.64,0,NA,
X056080,코스닥,유진로봇,기계·장비,109347923080,NA,1.56,0,NA,
X210540,코스피,디와이파워,기계,109092075040,4.28,0.73,2.02,0.170560747663551,
X058430,코스피,포스코강판,철강금속,108900000000,9.6,0.5,2.75,0.052083333333333,
X038680,코스닥,에스넷,IT S/W & SVC,108829205550,22.57,1.57,1.48,0.069561364643332,
X001340,코스피,백광산업,화학,108702544940,4.42,0.7,2.07,0.158371040723982,
X056700,코스닥,신화인터텍,IT H/W,108673889430,NA,1.25,0,NA,
X238200,코스닥,비피도,음식료·담배,108589500000,76.96,2.43,0,0.031574844074844,
X308170,코스피,센트랄모텍,운수장비,108360000000,18.19,1.01,0,0.055525013743815,
X004840,코스피,DRB동일,금융업,108219900000,17.69,0.32,2.03,0.018089315997739,
X016880,코스피,웅진,금융업,107912501940,NA,0.46,0,NA,
X126880,코스닥,제이엔케이히터,기계·장비,107886600000,NA,1.62,0,NA,
X173940,코스닥,에프엔씨엔터,오락·문화,107736600000,NA,1.67,0,NA,
X102120,코스닥,어보브반도체,IT H/W,107726059010,12.41,1.37,1.46,0.110394842868654,
X016090,코스피,대현,섬유의복,107606013300,7.19,0.58,3.29,0.080667593880389,
X012800,코스피,대창,철강금속,107545788820,9.22,0.59,2.54,0.063991323210412,
X026940,코스피,부국철강,철강금속,107400000000,51.63,0.96,1.4,0.018593840790238,
X160980,코스닥,싸이맥스,IT H/W,107349384100,7.87,1.04,2.46,0.132147395171537,
X022220,코스닥,정산애강,화학,107214778530,14.28,1.5,0,0.105042016806723,
X089140,코스닥,넥스턴,비금속,106855610400,17.38,1.12,1.11,0.064441887226697,
X290550,코스닥,디케이티,IT H/W,106595762350,NA,3.68,0,NA,
X009200,코스피,무림페이퍼,종이목재,106519833600,3.07,0.24,1.95,0.078175895765472,
X099750,코스닥,이지케어텍,출판·매체복제,106326900000,21.54,2.31,0.52,0.107242339832869,
X065150,코스닥,MP그룹,유통,106263055205,NA,5.87,0,NA,
X226360,코스닥,이엑스티,건설,106254330500,30.17,2.46,1.66,0.081537951607557,
X264900,코스피,크라운제과,음식료품,106202248000,8.24,0.88,2.95,0.106796116504854,
X122310,코스닥,제노레이,의료·정밀기기,106033801100,8.95,2.19,1.39,0.244692737430168,
X016100,코스닥,리더스코스메틱,화학,105850749480,NA,1.38,0,NA,
X009320,코스피,대우부품,운수장비,105774952500,92.5,2.69,0,0.029081081081081,
X031820,코스피,콤텍시스템,서비스업,105509029630,11.52,1.07,0,0.092881944444444,
X009730,코스닥,코센,금속,105421116000,NA,2.82,0,NA,
X091580,코스닥,상신이디피,IT H/W,105373216000,11.87,1.84,0.84,0.155012636899747,
X060370,코스닥,KT서브마린,건설,105120000000,NA,1.02,0.63,NA,
X115440,코스닥,우리넷,IT H/W,105074856000,39.25,1.37,0.87,0.034904458598726,
X005110,코스피,한창,유통업,105066612380,NA,3.34,0,NA,
X038060,코스닥,루멘스,IT H/W,104954460480,NA,0.59,0,NA,
X174880,코스닥,장원테크,IT H/W,104744279250,10.22,1.49,0,0.145792563600783,
X090710,코스닥,휴림로봇,기계·장비,104532721200,NA,3.5,0,NA,
X198440,코스닥,고려시멘트,비금속,104254669600,21.88,1.21,1.07,0.055301645338208,
X026150,코스닥,특수건설,건설,104213957300,105.3,1.22,0,0.011585944919278,
X025560,코스피,미래산업,의료정밀,104110217600,NA,2.31,0,NA,
X035620,코스닥,바른손이앤에이,IT S/W & SVC,103800048660,1.17,1.12,0,0.957264957264957,
X109610,코스닥,에스와이,금속,103789275200,69.33,0.93,0,0.013414106447425,
X055490,코스피,테이팩스,화학,103788300000,20.35,1.11,0,0.054545454545455,
X090850,코스닥,이지웰페어,기타서비스,103646157870,45.12,3.43,0.64,0.076019503546099,
X049480,코스닥,오픈베이스,IT S/W & SVC,103379640070,NA,1.63,0.46,NA,
X066980,코스닥,브레인콘텐츠,IT S/W & SVC,103130300931,NA,1.02,0,NA,
X047400,코스피,유니온머티리얼,비금속광물,103110000000,NA,1.32,1.43,NA,
X001840,코스닥,이화공영,건설,102989952000,216.67,2.4,0.38,0.011076752665344,
X053350,코스닥,이니텍,IT S/W & SVC,102912763200,NA,0.83,0.38,NA,
X033340,코스닥,좋은사람들,섬유·의류,102884290560,29.91,1.41,0,0.047141424272818,
X034810,코스닥,해성산업,기타서비스,102690000000,136.36,0.72,1.19,0.005280140803755,
X033530,코스피,세종공업,운수장비,102397030480,NA,0.26,1.1,NA,
X036170,코스닥,씨티젠,IT H/W,102356879415,NA,1.08,0,NA,
X001750,코스피,한양증권,금융업,102337413360,22.65,0.39,3.11,0.017218543046358,
X000650,코스피,천일고속,운수창고업,102332152000,NA,1.65,8.38,NA,
X001070,코스피,대한방직,섬유의복,102290000000,6.38,0.58,1.55,0.090909090909091,
X100220,코스피,비상교육,서비스업,102284351670,39.55,0.49,2.54,0.012389380530974,
X009300,코스닥,삼아제약,제약,102238500000,11.13,0.64,1.56,0.057502246181492,
X020760,코스피,일진디스플,전기전자,102215128400,61.19,1.26,1.39,0.02059159993463,
X039340,코스닥,한국경제TV,통신방송서비스,102120000000,6.88,0.94,2.25,0.136627906976744,
X044480,코스닥,바이오제네틱스,화학,102062822910,NA,2.97,0,NA,
X053690,코스피,한미글로벌,서비스업,102014790500,13.36,1.04,2.15,0.077844311377246,
X058730,코스피,다스코,기계,101948000000,5.61,0.8,3.02,0.142602495543672,
X025440,코스닥,대성엘텍,일반전기전자,101654569860,NA,2.34,0,NA,
X010040,코스피,한국내화,비금속광물,101400207920,13.2,0.78,0.79,0.059090909090909,
X256630,코스닥,포인트엔지니어링,금속,101351600625,NA,NA,0,NA,
X120030,코스피,조선선재,기계,101115140400,7.73,0.99,1.87,0.128072445019405,
X019660,코스닥,글로본,유통,100627650560,55.81,3.46,0,0.061996058054112,
X005870,코스피,휴니드,전기전자,100506026800,4.48,0.92,0,0.205357142857143,
X011150,코스피,CJ씨푸드,음식료품,100246856670,46.5,1.63,0,0.03505376344086,
X109070,코스피,컨버즈,종이목재,99705111400,NA,11.85,0,NA,
X079940,코스닥,가비아,IT S/W & SVC,99622634240,12.78,1.59,0.41,0.124413145539906,
X012160,코스피,영흥철강,철강금속,99558750440,NA,0.6,0.86,NA,
X001570,코스피,금양,화학,99548785100,4.24,1.24,3.54,0.292452830188679,
X086040,코스닥,바이오톡스텍,기타서비스,99487588860,27.28,3.18,0,0.116568914956012,
X196490,코스닥,디에이테크놀로지,기계·장비,99246939000,NA,1.14,0,NA,
X211270,코스닥,AP위성,IT H/W,99097706400,NA,1.22,0,NA,
X063440,코스닥,SM Life Design,출판·매체복제,99064138800,NA,1.94,0,NA,
X002800,코스닥,신신제약,제약,99063365000,34.19,1.82,0.51,0.053231939163498,
X289080,코스닥,SV인베스트먼트,금융,99015240000,11.85,1.67,6.45,0.140928270042194,
X258610,코스닥,이더블유케이,금속,98912550400,29.52,3.54,0,0.119918699186992,
X086960,코스닥,한컴MDS,IT S/W & SVC,98880409600,15.28,0.92,2.23,0.06020942408377,
X032560,코스피,황금에스티,철강금속,98840000000,6.8,0.43,0.71,0.063235294117647,
X004450,코스피,삼화왕관,기계,98670558200,8.6,0.71,2.95,0.082558139534884,
X263700,코스닥,케어랩스,IT S/W & SVC,98627971250,24.68,1.58,0,0.064019448946515,
X196450,코스닥,디오스텍,의료·정밀기기,98578782875,NA,1.63,0,NA,
X071460,코스닥,위니아딤채,일반전기전자,98550388300,NA,1.37,0,NA,
X014100,코스닥,보령메디앙스,화학,98294000000,30.29,1.97,0,0.06503796632552,
X020710,코스닥,시공테크,기타서비스,98235053000,67.12,1.04,0.41,0.015494636471991,
X010820,코스피,퍼스텍,기계,98206164000,NA,2.49,0,NA,
X065510,코스닥,휴비츠,의료·정밀기기,98033685750,13.5,1.17,1.82,0.086666666666667,
X013310,코스닥,아진산업,운송장비·부품,98001703800,NA,0.48,0,NA,
X010600,코스피,웰바이오텍,유통업,97847991150,NA,1.13,0,NA,
X205100,코스닥,엑셈,IT S/W & SVC,97411534875,15.62,1.61,0,0.103072983354674,
X124500,코스닥,아이티센,IT S/W & SVC,97145550000,NA,2.9,0,NA,
X006980,코스피,우성사료,음식료품,97026000000,NA,0.61,0,NA,
X003080,코스피,성보화학,화학,96796700000,15.65,0.63,4.34,0.040255591054313,
X037330,코스닥,인지디스플레,IT H/W,96766918920,8.29,0.53,3.4,0.063932448733414,
X009440,코스피,KC그린홀딩스,금융업,96582588900,7.44,0.55,1.86,0.073924731182796,
X002880,코스피,대유에이텍,운수장비,96224388300,NA,1,0,NA,
X131290,코스닥,티에스이,IT H/W,95681360850,7.03,0.64,2.31,0.091038406827881,
X067000,코스닥,조이시티,IT S/W & SVC,95681167400,NA,3.6,0,NA,
X014280,코스피,금강공업,철강금속,95366812695,5.98,0.34,2.56,0.05685618729097,
X225330,코스닥,씨엠에스에듀,기타서비스,95222949080,18.12,2.33,5.09,0.128587196467991,
X318010,코스닥,팜스빌,음식료·담배,95152056000,14.91,2.81,0.83,0.188464118041583,
X006910,코스닥,보성파워텍,금속,95148541925,NA,1.21,0,NA,
X107590,코스피,미원홀딩스,금융업,95136379200,9.82,0.72,0.98,0.073319755600815,
X105840,코스피,우진,의료정밀,94860127855,NA,0.74,0,NA,
X004440,코스피,대림씨엔에스,비금속광물,94853005150,NA,0.34,0,NA,
X137940,코스닥,넥스트아이,의료·정밀기기,94852892790,NA,1.15,0.57,NA,
X217600,코스닥,켐온,기타서비스,94834089900,106.07,2.79,0,0.026303384557368,
X094170,코스닥,동운아나텍,IT H/W,94808219520,NA,4.64,0.3,NA,
X017040,코스피,광명전기,전기전자,94692688775,36.42,1.05,0,0.028830313014827,
X065950,코스닥,웰크론,섬유·의류,94669714835,15.7,1.52,0,0.096815286624204,
X257370,코스닥,명성티엔에스,IT H/W,94594500000,45.98,2.51,0,0.054588951718138,
X063170,코스닥,서울옥션,유통,94568825000,12.07,1.25,1.79,0.103562551781276,
X021080,코스닥,에이티넘인베스트,금융,94560000000,13.49,1.25,2.54,0.092661230541142,
X134380,코스피,미원화학,화학,94165872000,11.7,1.05,2.33,0.08974358974359,
X018000,코스닥,유니슨,기계·장비,94068609030,NA,1.36,0,NA,
X052670,코스닥,제일바이오,제약,94050000000,82.5,3.17,0,0.038424242424242,
X071970,코스피,STX중공업,기계,93933390195,NA,0.61,0,NA,
X001470,코스피,삼부토건,건설업,93800677035,NA,0.43,0,NA,
X088910,코스닥,동우팜투테이블,음식료·담배,93510985680,5.13,0.5,1.38,0.097465886939571,
X289010,코스닥,아이스크림에듀,출판·매체복제,93390171690,7.46,1.7,0,0.227882037533512,
X144620,코스피,코오롱머티리얼,화학,93032450425,NA,1.17,0,NA,
X241790,코스닥,오션브릿지,IT H/W,93003755500,6.41,1.69,4.21,0.263650546021841,
X033320,코스닥,제이씨현시스템,유통,92896139520,9.7,1.09,1.44,0.112371134020619,
X048910,코스닥,대원미디어,유통,92832621480,43.67,1.15,1.36,0.026333867643691,
X263770,코스닥,유에스티,금속,92786173380,76.76,2.12,0,0.027618551328817,
X007590,코스피,동방아그로,화학,92735699370,12.87,0.7,3.67,0.054390054390054,
X005800,코스피,신영와코루,섬유의복,92700000000,34.22,0.3,1.46,0.008766803039158,
X200470,코스닥,하이셈,IT H/W,92683430400,6.26,1.64,0,0.261980830670927,
X061250,코스닥,화일약품,제약,92662459940,17.15,0.92,2.33,0.053644314868805,
X014710,코스피,사조씨푸드,음식료품,92635761340,7.34,0.42,1.3,0.057220708446867,
X078860,코스닥,아이오케이,오락·문화,92619739150,NA,0.82,0,NA,
X043090,코스닥,큐브앤컴퍼니,유통,92609603325,NA,4.72,0,NA,
X033170,코스닥,시그네틱스,IT H/W,92586584520,NA,0.63,0,NA,
X214680,코스닥,디알텍,의료·정밀기기,92564303580,65.17,2.67,0,0.040969771367194,
X036120,코스닥,SCI평가정보,기타서비스,92477500000,59.2,5.51,0,0.093074324324324,
X068330,코스닥,일신바이오,기계·장비,92411732600,29.03,2.59,0.24,0.089218050292801,
X263690,코스닥,디알젬,의료·정밀기기,92303721500,17.49,3.22,0.61,0.184105202973128,
X025750,코스피,한솔홈데코,종이목재,92247095605,7.9,0.57,1.75,0.072151898734177,
X013870,코스피,지엠비코리아,운수장비,92214473800,690.71,0.41,0.62,0.000593592100882,
X003160,코스피,디아이,의료정밀,92128096125,8.06,0.68,1.71,0.084367245657568,
X012200,코스피,계양전기,기계,92095000000,10.09,0.51,2.12,0.050545094152626,
X058850,코스피,KTcs,서비스업,91772750000,7.93,0.59,4.19,0.074401008827238,
X042510,코스닥,라온시큐어,IT S/W & SVC,91611682560,24.62,4.7,0,0.190901705930138,
X036260,코스닥,이매진아시아,오락·문화,91195637520,NA,3.1,0,NA,
X085310,코스피,엔케이,기계,91181021280,NA,0.75,0,NA,
X297090,코스닥,씨에스베어링,기계·장비,91113282000,32.1,2.77,0,0.086292834890966,
X066310,코스닥,큐에스아이,IT H/W,91060530000,NA,1.77,0.18,NA,
X066130,코스닥,하츠,일반전기전자,90752000000,58.11,1.12,0.42,0.019273791085872,
X009470,코스피,삼화전기,전기전자,90609334000,16.21,2.14,0.73,0.132017273288094,
X002600,코스피,조흥,음식료품,90600000000,11.28,0.72,3.97,0.063829787234043,
X023450,코스피,동남합성,화학,90544700000,15.25,1.47,1.36,0.096393442622951,
X300080,코스닥,플리토,IT S/W & SVC,90457501950,NA,NA,0,NA,
X094850,코스닥,참좋은여행,기타서비스,90440000000,8.68,1.09,2.63,0.125576036866359,
X092070,코스닥,디엔에프,화학,90399355200,6.16,1,2.38,0.162337662337662,
X155650,코스닥,와이엠씨,IT H/W,90383969950,5.57,1.06,4.42,0.190305206463196,
X010280,코스닥,쌍용정보통신,IT S/W & SVC,90234795820,5.1,2.05,0,0.401960784313726,
X046120,코스닥,오르비텍,기타서비스,90166271670,25.44,1.33,0,0.052279874213837,
X234920,코스닥,자이글,일반전기전자,90115860600,NA,1.1,0,NA,
X303030,코스닥,지니틱스,IT H/W,89933146875,NA,NA,0,NA,
X057540,코스닥,옴니시스템,의료·정밀기기,89900623150,28.33,1.19,0,0.042004941757854,
X096040,코스닥,이트론,IT H/W,89846878236,NA,1.38,0,NA,
X290120,코스닥,대유에이피,운송장비·부품,89684160000,8.4,2.17,2.43,0.258333333333333,
X006580,코스닥,대양제지,종이·목재,89679000000,2.32,0.79,1.5,0.34051724137931,
X027710,코스닥,팜스토리,음식료·담배,89672642465,NA,0.6,0,NA,
X322180,코스닥,티라유텍,IT S/W & SVC,89656875000,32.48,6.95,0,0.213977832512315,
X267790,코스닥,배럴,섬유·의류,89517245000,19.15,2.31,0,0.120626631853786,
X004080,코스피,신흥,유통업,89472000000,29.12,1.02,2.15,0.035027472527473,
X038460,코스닥,바이오스마트,IT H/W,89465235180,16.74,1.11,0,0.066308243727599,
X005190,코스피,동성화학,화학,89370697000,15.16,0.84,2.99,0.055408970976253,
X041460,코스닥,한국전자인증,IT S/W & SVC,89163179595,27.52,2.55,1.11,0.09265988372093,
X016740,코스피,두올,운수장비,88914043800,7.55,0.68,2.44,0.090066225165563,
X092460,코스닥,한라IMS,운송장비·부품,88909483460,33.5,1.13,1.32,0.033731343283582,
X250930,코스닥,예선테크,화학,88793701800,NA,NA,0,NA,
X119650,코스피,KC코트렐,기계,88790000000,21.34,1.14,1.17,0.053420805998126,
X078940,코스닥,코드네이처,건설,88693164860,NA,15.2,0,NA,
X080000,코스닥,에스엔유,기계·장비,88553004600,8.51,0.82,0,0.096357226792009,
X083930,코스닥,아바코,기계·장비,88460672650,3.22,0.74,3.62,0.229813664596273,
X126870,코스닥,뉴로스,기계·장비,88379647200,NA,1.3,0,NA,
X079190,코스닥,EMW,IT H/W,88360067660,NA,3.42,0,NA,
X222110,코스닥,팬젠,제약,88318713960,NA,3.28,0,NA,
X150840,코스닥,인트로메딕,의료·정밀기기,88279460800,NA,4.68,0,NA,
X221840,코스닥,하이즈항공,운송장비·부품,88215392495,97.75,1.2,0.62,0.01227621483376,
X145210,코스피,세화아이엠씨,기계,87912180330,NA,3.24,0,NA,
X053700,코스닥,삼보모터스,운송장비·부품,87895823050,18.55,0.42,1.27,0.022641509433962,
X064800,코스닥,필링크,유통,87848564635,NA,0.68,0,NA,
X023760,코스닥,한국캐피탈,금융,87468979520,5.71,0.38,3.85,0.066549912434326,
X002300,코스피,한국제지,종이목재,87336360050,NA,0.19,0.57,NA,
X065170,코스닥,넥스트BT,유통,87287495250,61.3,1.45,0,0.023654159869494,
X171010,코스닥,램테크놀러지,IT H/W,87133620900,57.48,4.56,0,0.079331941544885,
X220100,코스닥,퓨쳐켐,제약,87099455850,NA,5.29,0,NA,
X00040,코스피,KR모터스,운수장비,86954830425,NA,1.65,0,NA,
X044960,코스닥,이글벳,유통,86849736210,80.82,2.51,0.29,0.031056669141302,
X003610,코스피,방림,섬유의복,86743884500,26.62,0.47,2.83,0.017655897821187,
X001550,코스피,조비,화학,86710391300,260.94,1.8,0,0.006898137502874,
X009780,코스닥,엠에스씨,음식료·담배,86680000000,8.1,1.08,1.22,0.133333333333333,
X032820,코스닥,우리기술,일반전기전자,86561145512,NA,2.26,0,NA,
X255220,코스닥,SG,비금속,86475663585,7.88,1.42,2.55,0.180203045685279,
X052860,코스닥,아이앤씨,IT H/W,86431449530,47.1,1.8,0,0.038216560509554,
X004540,코스피,깨끗한나라,종이목재,86398407760,NA,0.51,0,NA,
X036000,코스닥,예림당,출판·매체복제,86378538750,5.63,0.38,0,0.067495559502664,
X140070,코스닥,서플러스글로벌,유통,86366980000,4.22,0.7,1.71,0.165876777251185,
X075180,코스피,새론오토모티브,운수장비,86304000000,11.68,0.39,3.34,0.033390410958904,
