종목코드,시장구분,종목명,산업분류,시가총액(원),PER,PBR,배당수익률,ROE,X
X168330,코스닥,내츄럴엔도텍,기타서비스,86279806850,NA,2.6,0,NA,
X002140,코스피,고려산업,음식료품,86165713375,21.59,0.93,0.87,0.043075497915702,
X079970,코스닥,투비소프트,IT S/W & SVC,86117126625,NA,1.33,0,NA,
X241840,코스닥,에이스토리,오락·문화,86007355200,29.39,5.34,0,0.181694453895883,
X246710,코스닥,티앤알바이오팹,제약,85970907000,NA,2.77,0,NA,
X000500,코스피,가온전선,전기전자,85911165550,860.42,0.33,2.91,0.000383533623114,
X083450,코스닥,GST,IT H/W,85816431450,8.53,1.06,0,0.124267291910903,
X133750,코스닥,메가엠디,기타서비스,85805641055,70.09,1.43,1.35,0.020402339848766,
X046070,코스닥,코다코,운송장비·부품,85746041920,NA,1.06,0,NA,
X033130,코스닥,디지틀조선,IT S/W & SVC,85550690435,16.58,1.17,1.74,0.070566948130277,
X066900,코스닥,디에이피,IT H/W,85519331280,9.33,0.83,0,0.088960342979636,
X065560,코스닥,녹원씨엔아이,출판·매체복제,85399572500,10.81,1.07,1.96,0.098982423681776,
X056360,코스닥,코위버,IT H/W,85330128000,13.14,0.86,1.72,0.06544901065449,
X195500,코스닥,마니커에프앤지,음식료·담배,85307160000,15.54,2.69,0,0.173101673101673,
X194480,코스닥,데브시스터즈,IT S/W & SVC,85265255700,NA,0.73,0,NA,
X027830,코스닥,대성창투,금융,85000000000,53.12,1.69,0,0.031814759036145,
X009070,코스피,KCTC,운수창고업,84900000000,11.74,0.45,1.59,0.038330494037479,
X215100,코스닥,로보로보,IT S/W & SVC,84898625580,32.23,3.37,0.61,0.104560968042197,
X011560,코스닥,세보엠이씨,건설,84871800000,3.71,0.53,3.72,0.142857142857143,
X092200,코스피,디아이씨,운수장비,84777080420,NA,0.37,2.29,NA,
X259630,코스닥,엠플러스,기계·장비,84679878850,53.24,2.15,0,0.04038317054846,
X094820,코스닥,일진파워,건설,84591557490,5.21,0.95,5.88,0.182341650671785,
X118990,코스닥,모트렉스,운송장비·부품,84340436775,58.4,0.69,0,0.011815068493151,
X045660,코스닥,에이텍,IT H/W,84252000000,13.69,1.21,0.98,0.088385682980278,
X047080,코스닥,한빛소프트,IT S/W & SVC,84251442400,NA,6.79,0,NA,
X017550,코스피,수산중공업,기계,83946928465,12.05,0.85,0,0.070539419087137,
X000850,코스피,화천기공,기계,83930000000,6.63,0.29,3.28,0.043740573152338,
X234300,코스닥,에스트래픽,IT S/W & SVC,83925107200,NA,2.08,0,NA,
X038160,코스닥,팍스넷,금융,83915821200,NA,1.93,0,NA,
X009770,코스피,삼정펄프,종이목재,83874027050,NA,0.47,0,NA,
X002720,코스피,국제약품,의약품,83814368600,36.15,1.22,0.66,0.033748271092669,
X008600,코스피,윌비스,유통업,83709467970,NA,0.6,0,NA,
X224060,코스닥,코디엠,IT H/W,83590246740,NA,1.44,0,NA,
X123410,코스닥,코리아에프티,운송장비·부품,83523192000,20.83,0.73,2,0.035045607297168,
X024060,코스닥,흥구석유,유통,83400000000,34.11,1.18,2.16,0.034593960715333,
X108860,코스닥,셀바스AI,IT S/W & SVC,83371472100,NA,2.21,0,NA,
X015230,코스피,대창단조,운수장비,83288050450,6.93,0.48,3.43,0.069264069264069,
X001380,코스피,SG충방,운수장비,83183664550,25,0.65,0,0.026,
X006340,코스피,대원전선,전기전자,83090748620,67.78,1.06,0,0.015638831513721,
X046210,코스닥,파나진,의료·정밀기기,83073266100,NA,5.08,0,NA,
X140670,코스닥,알에스오토메이션,IT H/W,83020636800,80.71,2.1,0,0.02601908065915,
X043200,코스닥,파루,IT H/W,82989383655,NA,2.03,0,NA,
X065680,코스닥,우주일렉트로,IT H/W,82950737000,108.44,0.46,1.8,0.00424197713021,
X024880,코스닥,케이피에프,금속,82797198965,7.35,0.5,3.37,0.068027210884354,
X017370,코스피,우신시스템,기계,82779524080,NA,0.76,0.22,NA,
X187870,코스닥,디바이스이엔지,IT H/W,82740400000,5.85,1.36,1.52,0.232478632478633,
X222420,코스닥,쎄노텍,비금속,82525049625,NA,2.23,0,NA,
X131100,코스닥,리켐,유통,82392471460,NA,2.05,0,NA,
X008250,코스피,이건산업,종이목재,82363815200,11.6,0.46,2.66,0.039655172413793,
X083660,코스닥,CSA 코스믹,화학,82347662970,NA,3.49,0,NA,
X091340,코스닥,S&K폴리텍,IT H/W,82277158630,9.82,1.12,0,0.114052953156823,
X088130,코스닥,동아엘텍,기계·장비,82069008640,4.81,0.53,1.99,0.11018711018711,
X016600,코스닥,큐캐피탈,금융,81899018370,NA,0.78,0,NA,
X019010,코스닥,베뉴지,유통,81699000000,29.22,0.32,1.77,0.010951403148528,
X033540,코스닥,파라텍,기계·장비,81606630450,228.81,0.97,1.04,0.004239325204318,
X170920,코스닥,엘티씨,IT H/W,81591381550,95.18,0.94,0.92,0.009876024374869,
X220260,코스닥,켐트로스,화학,81338246130,13.43,2.08,0,0.15487714072971,
X109860,코스닥,동일금속,금속,81200000000,7.91,0.74,1.98,0.093552465233881,
X242040,코스닥,나무기술,출판·매체복제,81148828700,NA,6.03,0,NA,
X104200,코스닥,NHN벅스,IT S/W & SVC,81106698500,13.44,1.29,0,0.095982142857143,
X102210,코스닥,해덕파워웨이,운송장비·부품,81066045500,NA,0.65,0,NA,
X041650,코스피,상신브레이크,운수장비,81054723750,8.92,0.48,2.65,0.053811659192825,
X002230,코스닥,피에스텍,의료·정밀기기,81037281160,NA,0.57,1.82,NA,
X032680,코스닥,소프트센,유통,80917680410,NA,2.2,0,NA,
X021820,코스피,세원정공,운수장비,80900000000,NA,0.19,1.24,NA,
X016790,코스닥,현대사료,음식료·담배,80878890900,NA,1.42,0.76,NA,
X008800,코스닥,행남사,음식료·담배,80762168880,NA,0.95,0,NA,
X050120,코스닥,라이브플렉스,유통,80541757317,NA,1.19,0,NA,
X311390,코스닥,네오크레마,음식료·담배,80541600000,12.4,2.71,0,0.218548387096774,
X065350,코스닥,신성델타테크,일반전기전자,80509746330,18.2,0.63,1.5,0.034615384615385,
X101240,코스닥,씨큐브,화학,80497180960,15.63,1.6,1.89,0.102367242482406,
X041440,코스닥,에버다임,기계·장비,80442588560,7.9,0.42,2.45,0.053164556962025,
X012320,코스피,경동인베스트,광업,79937777400,2.82,0.21,1.48,0.074468085106383,
X227610,코스닥,아우딘퓨쳐스,화학,79900000000,8.64,1.49,0,0.172453703703704,
X024800,코스닥,유성티엔에스,운송,79871857300,5.86,0.47,0.51,0.080204778156997,
X112240,코스닥,에스에프씨,화학,79827028710,NA,0.84,0,NA,
X067570,코스닥,엔브이에이치코리아,운송장비·부품,79781889720,NA,0.59,3.65,NA,
X219420,코스닥,링크제니시스,IT S/W & SVC,79700000000,35.27,2.9,0,0.082222852282393,
X134790,코스피,시디즈,기타제조,79600000000,16.63,3.17,0.75,0.190619362597715,
X044060,코스닥,조광ILI,기계·장비,79579530800,16.67,1.47,1.24,0.088182363527295,
X187220,코스닥,디티앤씨,기타서비스,79507940820,48.08,0.93,0,0.019342762063228,
X040300,코스닥,YTN,통신방송서비스,79170000000,117.81,0.42,1.06,0.003565062388592,
X253840,코스닥,수젠텍,의료·정밀기기,78977896660,NA,4.64,0,NA,
X005860,코스닥,한일사료,음식료·담배,78807370000,222.22,1.27,1.25,0.005715057150572,
X026040,코스닥,제이에스티나,기타 제조,78805597250,298.44,1.1,1.05,0.003685832998258,
X047560,코스닥,이스트소프트,IT S/W & SVC,78799224000,46.55,3.28,0,0.07046186895811,
X048430,코스닥,유라테크,일반전기전자,78796800000,17.49,0.73,0.95,0.041738136077759,
X090370,코스피,메타랩스,섬유의복,78725023930,NA,0.99,0,NA,
X095500,코스닥,미래나노텍,IT H/W,78718621540,11.46,0.54,0,0.047120418848168,
X053660,코스닥,현진소재,금속,78712383000,NA,0.95,0,NA,
X017510,코스닥,세명전기,금속,78669360000,21.86,1.14,1.55,0.052150045745654,
X000300,코스피,대유플러스,전기전자,78667287120,27.67,0.86,0,0.031080592699675,
X058860,코스피,KTis,서비스업,78652520000,9.66,0.49,3.54,0.050724637681159,
X005010,코스피,휴스틸,철강금속,78503180400,4.36,0.19,3.88,0.043577981651376,
X133820,코스피,화인베스틸,철강금속,78455250000,39.63,0.78,0,0.019682059046177,
X049080,코스닥,기가레인,IT H/W,78414180000,NA,1.13,0,NA,
X003480,코스피,한진중공업홀딩스,전기가스업,78254001800,7.66,0.23,0,0.030026109660574,
X241820,코스닥,피씨엘,제약,78148502370,NA,7.53,0,NA,
X005420,코스피,코스모화학,화학,78137501250,NA,0.87,0,NA,
X084670,코스피,동양고속,운수창고업,78035584550,58.08,0.7,3.71,0.012052341597796,
X014570,코스닥,고려제약,제약,77990000000,11.8,1.24,1.41,0.105084745762712,
X106190,코스닥,하이텍팜,유통,77976602000,29.89,0.75,0.45,0.025092004014721,
X230980,코스닥,솔트웍스,출판·매체복제,77898755020,6170,3.34,0,0.000541329011345,
X001140,코스피,카리스국보,운수창고업,77891141250,NA,4.03,0,NA,
X149980,코스닥,하이로닉,의료·정밀기기,77831972400,NA,2.06,0.05,NA,
X065450,코스닥,빅텍,의료·정밀기기,77816214580,87.29,2.09,0.98,0.023943177912705,
X193250,코스닥,와이제이엠게임즈,IT H/W,77810394475,NA,1.19,0,NA,
X192250,코스닥,케이사인,IT S/W & SVC,77605508400,NA,1.55,0,NA,
X100660,코스닥,서암기계공업,기계·장비,77364000000,22.49,1.29,0.81,0.057358826144953,
X066590,코스닥,우수AMS,운송장비·부품,77293168390,53.05,1.3,0,0.024505183788878,
X250060,코스닥,모비스,IT S/W & SVC,77211153600,NA,3.18,0,NA,
X139670,코스닥,키네마스터,IT S/W & SVC,77186021000,NA,6.24,0,NA,
X066360,코스닥,체리부로,음식료·담배,77067100285,NA,0.81,1.81,NA,
X083420,코스피,그린케미칼,화학,77000000000,30.08,0.72,4.16,0.023936170212766,
X041930,코스닥,동아화성,화학,76946000000,11.46,0.78,1.03,0.068062827225131,
X025550,코스닥,한국선재,금속,76877266290,11.12,0.88,0,0.079136690647482,
X002200,코스피,수출포장,종이목재,76800000000,4.44,0.33,3.13,0.074324324324324,
X049630,코스닥,재영솔루텍,IT H/W,76798637435,17.58,1.79,0,0.101820250284414,
X069540,코스닥,라이트론,IT H/W,76790652140,NA,1.35,0,NA,
X080720,코스닥,한국유니온제약,제약,76748464000,11.01,1.33,0,0.120799273387829,
X084730,코스닥,팅크웨어,IT H/W,76628762700,28.27,0.53,0,0.018747789175805,
X105740,코스닥,디케이락,기계·장비,76597194240,13.53,0.9,1.62,0.066518847006652,
X072130,코스피,유엔젤,서비스업,76533633200,37.18,1.84,0,0.049488972565896,
X043290,코스닥,케이맥,기계·장비,76414381700,9.49,1.33,0,0.140147523709168,
X131400,코스닥,액트,IT H/W,76413757200,29.73,2.19,0.68,0.073662966700303,
X012280,코스피,영화금속,운수장비,76130435050,69.79,1.09,0,0.015618283421694,
X123570,코스닥,이엠넷,기타서비스,76072806370,17.97,1.46,0.59,0.08124652198108,
X122350,코스닥,삼기오토모티브,운송장비·부품,75750329380,142.35,0.66,1.86,0.00463645943098,
X285490,코스닥,노바텍,기타 제조,75625830600,8.67,2.25,0,0.259515570934256,
X047920,코스닥,씨트리,기타서비스,75612116580,NA,4.45,0,NA,
X156100,코스닥,엘앤케이바이오,의료·정밀기기,75558939360,NA,2.21,0,NA,
X069410,코스닥,엔텔스,IT S/W & SVC,75546535650,31.92,1.86,0,0.058270676691729,
X021050,코스피,서원,철강금속,75484598100,10.53,0.75,0.94,0.071225071225071,
X032980,코스닥,바이온,유통,75472405580,NA,1.43,0,NA,
X023770,코스닥,플레이위드,IT S/W & SVC,75461064900,NA,15,0,NA,
X148250,코스닥,알엔투테크놀로지,IT H/W,75299291900,70.39,3.06,0.37,0.043472084102856,
X217620,코스닥,디딤,숙박·음식,75298876675,26.78,2.27,0,0.084764749813294,
X078140,코스닥,대봉엘에스,제약,75167005620,12.09,1.01,0.74,0.08354011579818,
X014190,코스닥,원익큐브,유통,74693801660,NA,1,0,NA,
X250000,코스닥,보라티알,유통,74595599650,15.45,1.46,1.36,0.094498381877023,
X053620,코스닥,태양,금속,74562000000,37.53,0.49,1.15,0.013056221689315,
X021040,코스닥,대호피앤씨,금속,74209518390,35,1.08,0,0.030857142857143,
X006140,코스닥,피제이전자,의료·정밀기기,74100000000,10.44,0.71,3.74,0.068007662835249,
X163560,코스피,동일고무벨트,화학,74092500000,7.2,0.4,1.62,0.055555555555556,
X263920,코스닥,블러썸엠앤씨,기타 제조,74008345680,NA,2.81,0,NA,
X004780,코스닥,대륙제관,금속,73949875350,20.39,0.71,1.72,0.034820990681707,
X083550,코스닥,케이엠,섬유·의류,73834997600,15.01,0.96,0.69,0.063957361758827,
X006090,코스피,사조오양,음식료품,73685818980,9.25,0.47,0.64,0.050810810810811,
X078650,코스닥,코렌,의료·정밀기기,73623227400,8.61,1.68,0,0.195121951219512,
X027970,코스피,세하,종이목재,73611862530,13.83,2.74,0,0.198120028922632,
X134780,코스닥,화진,운송장비·부품,73560710880,NA,1.13,0,NA,
X053450,코스닥,세코닉스,의료·정밀기기,73416407820,NA,0.57,0,NA,
X012790,코스닥,신일제약,제약,73312000000,12.19,0.77,1.51,0.063166529942576,
X096690,코스닥,제이스테판,IT H/W,73261943120,NA,0.61,0,NA,
X004720,코스피,우리들제약,의약품,73008744440,16.18,1.29,0,0.079728059332509,
X050320,코스닥,에이앤티앤,IT S/W & SVC,72970870420,NA,12.2,0,NA,
X032850,코스닥,비트컴퓨터,IT S/W & SVC,72810023340,NA,1.73,0,NA,
X071670,코스닥,에이테크솔루션,기계·장비,72700000000,123.22,1.07,0,0.008683655250771,
X204630,코스닥,화이브라더스코리아,오락·문화,72678226500,508,1.64,0,0.003228346456693,
X104620,코스닥,노랑풍선,기타서비스,72676162500,12.7,1.52,2.43,0.119685039370079,
X032790,코스닥,엠젠플러스,IT H/W,72281366465,NA,3.36,0,NA,
X171090,코스닥,선익시스템,IT H/W,72174345900,13.92,0.86,1.25,0.061781609195402,
X087260,코스닥,모바일어플라이언스,IT S/W & SVC,72075000000,35.33,2.3,0,0.06510048117747,
X096350,코스닥,대창솔루션,금속,72018292255,NA,0.98,0,NA,
X023800,코스피,인지컨트롤스,운수장비,72010608000,23.17,0.38,2.11,0.016400517911092,
X007860,코스피,서연,금융업,71965721860,NA,0.15,1.63,NA,
X049720,코스닥,고려신용정보,기타서비스,71929000000,14.97,3.75,4.37,0.250501002004008,
X065940,코스닥,바이오빌,화학,71919049110,NA,1.62,0,NA,
X094860,코스닥,코닉글로리,IT S/W & SVC,71912484900,NA,5.75,0,NA,
X013360,코스피,일성건설,건설업,71853090400,29.56,0.8,0,0.027063599458728,
X041920,코스닥,메디아나,의료·정밀기기,71799116800,21.96,1.45,0,0.066029143897996,
X004910,코스피,조광페인트,화학,71680000000,NA,0.41,1.79,NA,
X049430,코스닥,코메론,의료·정밀기기,71569680000,5.73,0.56,1.77,0.097731239092496,
X246720,코스닥,아스타,제약,71191642600,NA,2.4,0,NA,
X024950,코스닥,삼천리자전거,유통,71013636950,NA,0.8,0,NA,
X000220,코스피,유유제약,의약품,71009745050,17.45,1,1.79,0.05730659025788,
X106520,코스닥,디지탈옵틱,의료·정밀기기,70967006816,NA,1.08,0,NA,
X246960,코스닥,이노테라피,기타서비스,70870785200,NA,6.57,0,NA,
X014440,코스피,영보화학,화학,70700000000,12.02,0.5,2.83,0.041597337770383,
X204990,코스닥,현성바이탈,음식료·담배,70593859830,NA,1.3,0,NA,
X190650,코스닥,코리아에셋투자증권,금융,70587400000,9.25,1.06,2.26,0.114594594594595,
X228340,코스닥,동양파일,비금속,70300000000,NA,0.51,0,NA,
X027040,코스닥,서울전자통신,기타 제조,70284735470,NA,1.92,0,NA,
X100030,코스닥,모바일리더,IT S/W & SVC,70271479600,14.24,2.14,0,0.150280898876405,
X126600,코스닥,코프라,화학,70209483050,14.52,0.69,2.11,0.047520661157025,
X066410,코스닥,버킷스튜디오,IT S/W & SVC,70153914160,NA,2.2,0,NA,
X037270,코스피,YG PLUS,기타제조,70095698320,NA,0.74,0,NA,
X050540,코스닥,한국코퍼레이션,기타서비스,70007995365,NA,1.64,0,NA,
X071280,코스닥,로체시스템즈,IT H/W,69905475710,NA,1.08,0,NA,
X002920,코스피,유성기업,운수장비,69798775000,18.81,0.27,3.72,0.014354066985646,
X019590,코스닥,엠벤처투자,금융,69764928800,32.22,2.46,0,0.07635009310987,
X033250,코스피,체시스,운수장비,69600000000,NA,2.45,0,NA,
X006660,코스피,삼성공조,운수장비,69398721560,10.93,0.33,0.94,0.030192131747484,
X115310,코스닥,인포바인,통신방송서비스,69285561100,4.89,0.88,4.38,0.179959100204499,
X024120,코스닥,KB오토시스,운송장비·부품,69230000000,5.43,0.73,4.65,0.134438305709024,
X189980,코스닥,흥국에프엔비,음식료·담배,69191667675,23.86,1.16,1.06,0.04861693210394,
X119850,코스닥,지엔씨에너지,일반전기전자,69175789860,10.01,0.93,1.18,0.092907092907093,
X020120,코스피,키다리스튜디오,서비스업,69109008950,407.5,3.89,0,0.009546012269939,
X066670,코스닥,디스플레이텍,IT H/W,68973177420,21.71,0.46,2.71,0.021188392445878,
X033310,코스닥,디케이디앤아이,금속,68773646430,16.05,1.33,0,0.082866043613707,
X036010,코스닥,아비코전자,일반전기전자,68724468780,2.63,0.62,2.9,0.23574144486692,
X160600,코스닥,에스엔텍비엠,기계·장비,68710542840,9.96,1.44,0,0.144578313253012,
X073640,코스닥,삼원테크,금속,68691015200,NA,2.66,0,NA,
X005750,코스피,대림B&Co,비금속광물,68689628800,16.35,0.43,3.64,0.026299694189602,
X036090,코스닥,위지트,기계·장비,68576994940,10.41,1,0,0.096061479346782,
X155660,코스피,DSR,철강금속,68480000000,8.66,0.47,1.17,0.054272517321016,
X037370,코스닥,EG,유통,68400000000,NA,2.02,0,NA,
X011090,코스피,에넥스,기타제조,68390470740,45.6,1.16,0.88,0.025438596491228,
X090080,코스피,평화산업,운수장비,68353312455,NA,2.34,0,NA,
X050860,코스닥,아세아텍,기계·장비,68337500000,22.31,0.69,1.92,0.030927835051546,
X019180,코스피,티에이치엔,전기전자,68310000000,13.55,1.7,1.32,0.125461254612546,
X032940,코스닥,원익,유통,68240513760,NA,1.02,0,NA,
X004090,코스피,한국석유,비금속광물,68140800000,14.83,0.46,1.44,0.031018206338503,
X038070,코스닥,서린바이오,유통,68106138080,25.01,1.23,1.1,0.049180327868853,
X000590,코스피,CS홀딩스,금융업,67883541600,10.75,0.31,0.85,0.028837209302326,
X072990,코스닥,에이치시티,기타서비스,67666062350,18.66,1.5,1.02,0.080385852090032,
X001080,코스피,만호제강,철강금속,67437500000,18.68,0.29,0.92,0.015524625267666,
X056730,코스닥,포스링크,유통,67399247280,NA,2.18,0,NA,
X127160,코스닥,매직마이크로,IT H/W,67331903685,NA,0.94,0,NA,
X005360,코스피,모나미,유통업,67274412920,107.88,0.93,1.97,0.008620689655172,
X000910,코스피,유니온,비금속광물,67208019795,NA,0.6,2.32,NA,
X035480,코스닥,제이테크놀로지,오락·문화,67200907320,NA,2.07,0,NA,
X078590,코스닥,두올산업,운송장비·부품,67200362080,NA,2.46,0,NA,
X039010,코스닥,현대통신,IT H/W,67188750000,3.94,0.89,3.85,0.225888324873096,
X051160,코스닥,지어소프트,IT S/W & SVC,67115825775,68.73,7.95,0,0.115670013094718,
X011500,코스피,한농화성,화학,67004724970,11.16,0.6,2.8,0.053763440860215,
X317120,코스닥,라닉스,일반전기전자,66992050000,64.55,9.45,0,0.146398140975988,
X073010,코스닥,케이에스피,기계·장비,66955675450,NA,3.17,0,NA,
X117730,코스닥,티로보틱스,기계·장비,66953148000,10.6,2,0,0.188679245283019,
X129260,코스피,인터지스,운수창고업,66932716500,NA,0.33,0,NA,
X032750,코스닥,삼진,일반전기전자,66900000000,41.92,1.03,0.9,0.024570610687023,
X039610,코스닥,화성밸브,기계·장비,66730664000,20.48,0.99,0,0.04833984375,
X057880,코스닥,필로시스헬스케어,유통,66730601120,NA,1.99,0,NA,
X058630,코스닥,엠게임,IT S/W & SVC,66644620570,24.53,2.06,0,0.083978801467591,
X001560,코스피,제일연마,비금속광물,66600000000,9.29,0.87,3,0.093649085037675,
X101000,코스닥,상상인인더스트리,기계·장비,66569016150,NA,2.17,0,NA,
X064510,코스닥,에코마이스터,기계·장비,66454724500,NA,3.62,0,NA,
X009310,코스피,참엔지니어링,기계,66325245000,6.28,1,0,0.159235668789809,
X042500,코스닥,링네트,IT S/W & SVC,66193419300,16.48,1.24,0,0.075242718446602,
X006740,코스피,영풍제지,종이목재,66156000000,3.74,0.6,1.34,0.160427807486631,
X099440,코스닥,스맥,기계·장비,66115890335,NA,0.67,2.11,NA,
X018620,코스닥,우진비앤지,제약,66086048085,NA,1.79,0,NA,
X094840,코스닥,슈프리마에이치큐,IT S/W & SVC,65867873600,8.95,0.51,0,0.056983240223464,
X003280,코스피,흥아해운,운수창고업,65841360615,NA,0.8,0,NA,
X057030,코스닥,와이비엠넷,기타서비스,65821732395,175.43,1.56,2.48,0.008892435729351,
X040610,코스닥,SG&G,운송장비·부품,65788288280,NA,0.27,0,NA,
X263540,코스닥,샘코,운송장비·부품,65777784200,NA,1.65,0,NA,
X023440,코스닥,제일제강,금속,65620574425,158.93,0.97,0,0.00610331592525,
X080010,코스닥,이상네트웍스,IT S/W & SVC,65448900000,9.36,0.77,0,0.082264957264957,
X142210,코스닥,유니트론텍,유통,65412497220,10.41,1.76,1.22,0.169068203650336,
X088390,코스닥,이녹스,운송장비·부품,65362399560,NA,0.49,0,NA,
X103840,코스닥,우양,음식료·담배,65318640000,12.93,2.81,0,0.217324052590874,
X051630,코스피,진양화학,화학,65160000000,NA,2.27,0,NA,
X068050,코스닥,팬엔터테인먼트,오락·문화,64935660825,NA,1.4,0,NA,
X215790,코스닥,이노인스트루먼트,IT H/W,64906076800,NA,1.09,0,NA,
X065620,코스닥,제낙스,금속,64874256440,NA,7.05,0,NA,
X033200,코스닥,모아텍,IT H/W,64848612125,49.73,0.86,0,0.017293384275086,
X094360,코스닥,칩스앤미디어,IT S/W & SVC,64812579980,24.55,2.27,0.82,0.092464358452139,
X256150,코스닥,한독크린텍,기계·장비,64738100000,10.66,3.33,0,0.312382739212007,
X308100,코스닥,까스텔바작,유통,64647660000,5.24,0.94,0,0.179389312977099,
X264660,코스닥,씨앤지하이테크,IT H/W,64638141200,6.39,1.14,2.6,0.178403755868545,
X010660,코스피,화천기계,기계,64570000000,NA,0.52,0.34,NA,
X010100,코스피,한국프랜지,운수장비,64554890400,43.27,0.31,0,0.007164317078807,
X050760,코스닥,에스폴리텍,화학,64521978100,41.15,1.4,0.63,0.034021871202916,
X217330,코스닥,싸이토젠,기타서비스,64507742800,NA,2.93,0,NA,
X094970,코스닥,제이엠티,IT H/W,64313241600,5.98,1.17,2.6,0.195652173913043,
X114810,코스닥,아이원스,IT H/W,64262252010,12.04,0.51,0,0.042358803986711,
X217500,코스닥,러셀,기계·장비,64260240000,1010,1.96,0.99,0.001940594059406,
X040160,코스닥,누리텔레콤,IT S/W & SVC,64256001550,5.32,1.05,0.94,0.197368421052632,
X041590,코스닥,젬백스지오,건설,64167735600,NA,0.56,0,NA,
X051380,코스닥,피씨디렉트,유통,64088102400,19.05,1.94,1.19,0.101837270341207,
X097800,코스닥,윈팩,IT H/W,64071522200,40,1.67,0,0.04175,
X060480,코스닥,국일신동,금속,63989300000,57.7,1.55,0.87,0.02686308492201,
X042940,코스닥,상지카일룸,건설,63932053450,5.63,1.26,0,0.223801065719361,
X046390,코스닥,삼화네트웍스,오락·문화,63926180505,NA,1.85,0,NA,
X037230,코스닥,한국팩키지,종이·목재,63875000000,35.99,1.49,1.17,0.041400388996944,
X049550,코스닥,잉크테크,화학,63839429020,NA,1.62,0,NA,
X042110,코스닥,에스씨디,일반전기전자,63795024480,8.15,0.62,2.27,0.076073619631902,
X114120,코스닥,크루셜텍,IT H/W,63794855240,NA,0.75,0,NA,
X079650,코스닥,서산,비금속,63700000000,NA,0.87,0.41,NA,
X006370,코스피,대구백화점,유통업,63631072680,NA,0.21,2.55,NA,
X008870,코스피,금비,비금속광물,63600000000,7.49,0.65,2.67,0.086782376502003,
X053260,코스닥,금강철강,금속,63554400000,10.85,0.58,2.95,0.053456221198157,
X069730,코스피,DSR제강,철강금속,63432000000,8.59,0.47,0.91,0.054714784633295,
X177830,코스닥,파버나인,일반전기전자,63381380400,12.77,1.12,0,0.08770555990603,
X011000,코스피,진원생명과학,의약품,63366593730,NA,2.08,0,NA,
X123840,코스닥,한일진공,기계·장비,63231724125,NA,0.47,0,NA,
X256940,코스닥,케이피에스,IT H/W,63213042500,9.25,2.04,0.68,0.220540540540541,
X017480,코스닥,삼현철강,금속,63204132250,8.6,0.44,3.73,0.051162790697674,
X059210,코스닥,메타바이오메드,제약,63115918395,NA,1.26,0.38,NA,
X073540,코스닥,에프알텍,IT H/W,62928000000,NA,1.91,0,NA,
X004590,코스닥,한국가구,유통,62850000000,8.5,0.63,2.74,0.074117647058824,
X002630,코스피,오리엔트바이오,의약품,62847153600,NA,0.97,0,NA,
X041520,코스닥,이라이콤,IT H/W,62771959500,7.63,0.3,7.77,0.039318479685452,
X016670,코스닥,포비스티앤씨,유통,62722160770,31.94,1.06,0,0.033187226048842,
X092780,코스피,동양피스톤,운수장비,62681869600,5.45,0.67,2.52,0.122935779816514,
X091970,코스닥,나노캠텍,화학,62587283220,47.45,0.85,0,0.017913593256059,
X208860,코스닥,엔지스테크널러지,IT S/W & SVC,62562197060,NA,5.65,0,NA,
X148140,코스닥,비디아이,기계·장비,62257095000,76.31,1.84,0,0.024112174026995,
X317870,코스닥,엔바이오니아,기타 제조,62128634250,66.8,7.98,0,0.119461077844311,
X046970,코스닥,우리로,IT H/W,62101753095,NA,1.81,0,NA,
X119830,코스닥,아이텍,IT H/W,61980040220,24.46,1.12,0,0.045789043336059,
X009810,코스피,엔케이물산,유통업,61931615148,NA,1.41,0,NA,
X097870,코스닥,효성오앤비,화학,61892100000,15.25,1.03,0,0.067540983606557,
X128660,코스닥,피제이메탈,금속,61760388810,19.15,1.51,4.02,0.078851174934726,
X048470,코스닥,대동스틸,금속,61600000000,1232,1,0.81,0.000811688311688,
X010400,코스피,우진아이엔에스,건설업,61585760000,3.72,0.56,4.95,0.150537634408602,
X008260,코스피,NI스틸,철강금속,61490251550,6.01,0.58,2.33,0.096505823627288,
X013000,코스피,세우글로벌,유통업,61428766340,97.27,1.55,0,0.015935026215688,
X225430,코스닥,케이엠제약,화학,61166963000,NA,2.39,0,NA,
X241520,코스닥,DSC인베스트먼트,금융,61152917625,11.18,1.97,0,0.176207513416816,
X057680,코스닥,옴니텔,IT S/W & SVC,61147080050,18.19,1.61,0,0.08851017042331,
X018680,코스닥,서울제약,제약,60925882820,NA,1.21,0,NA,
X006570,코스피,대림통상,기계,60900000000,NA,0.57,3.75,NA,
X048770,코스닥,TPC,기계·장비,60836169540,14.34,1.98,0.55,0.138075313807531,
X215380,코스닥,우정바이오,기타서비스,60791790600,NA,2.87,0,NA,
X313760,코스닥,윌링스,일반전기전자,60531900000,11.17,2.27,0.05,0.203222918531782,
X272110,코스닥,케이엔제이,기계·장비,60493524960,27.39,6.22,0,0.227090178897408,
X080520,코스닥,오디텍,IT H/W,60377570260,16.58,0.51,1.95,0.030759951749095,
X277070,코스닥,린드먼아시아,금융,60345000000,15.91,1.46,1.63,0.091766184789441,
X064090,코스닥,에프앤리퍼블릭,유통,60316676600,13.73,0.89,0,0.064821558630736,
X005670,코스닥,푸드웰,음식료·담배,60300000000,13.14,1.28,1.24,0.097412480974125,
